id,url,team,name,image,position,shoots,height,weight,college,birthDate,highSchoolName,highSchoolCity,highSchoolState,yearsFrom,yearsTo,seasonsPlayed,gamesPlayed,minutesPlayed,fieldGoalsMade,fieldGoalAttempts,threePointsMade,threePointAttempts,freeThrowsMade,freeThrowAttempts,offensiveRebounds,rebounds,asssists,steals,blocks,turnovers,fouls,points,fieldGoalPercentage,threePointPercentage,freeThrowPercentage,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame
367,/players/s/sharmbi01.html,BOS,Bill Sharman,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/sharmbi01.jpg,SG,R,6-1,175,University of Southern California,1926-05-25,Porterville,Porterville,California,1952,1961,10,680,21793,4620,10807,,,3047,3451,,2683,2062,,,,1839,12287,0.428,,0.883,32,18.1,3.9,3
368,/players/s/shawbr01.html,BOS,Brian Shaw,,SG/PG,R,6-6,190,,1966-03-22,Bishop O'Dowd,Oakland,California,1989,1992,3,178,5509,809,1792,3,47,348,421,234,815,1163,195,71,443,446,1969,0.451,0.064,0.827,30.9,11.1,4.6,6.5
369,/players/s/sichtje01.html,BOS,Jerry Sichting,,PG,R,6-1,168,Purdue University,1956-11-29,Martinsville,Martinsville,Indiana,1986,1988,3,184,3532,481,892,15,50,106,120,54,216,435,104,1,148,272,1083,0.539,0.3,0.883,19.2,5.9,1.2,2.4
370,/players/s/siegfla01.html,BOS,Larry Siegfried,,PG/SG,R,6-3,190,Ohio State University,1939-05-22,Shelby,Shelby,Ohio,1964,1970,7,466,11401,1960,4747,,,1500,1755,,1318,1532,,,,1108,5420,0.413,,0.855,24.5,11.6,2.8,3.3
371,/players/s/silaspa01.html,BOS,Paul Silas,,PF,R,6-7,220,Creighton University,1943-07-12,McClymonds,Oakland,California,1973,1976,4,325,10540,1367,3112,,,1010,1394,1047,4004,864,179,75,,899,3744,0.439,,0.725,32.4,11.5,12.3,2.7
372,/players/s/silasxa01.html,BOS,Xavier Silas,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/silasxa01.jpg,SG,R,6-5,205,,1988-01-22,Brewster Academy,Wolfeboro,New Hampshire,2018,2018,1,2,7,0,3,0,2,0,0,1,2,0,1,0,0,1,0,0,0,,3.5,0,1,0
373,/players/s/simmoco01.html,BOS,Connie Simmons,,PF/C,R,6-8,222,,1925-03-15,Flushing,Flushing,New York,1947,1948,2,92,,354,1134,,,160,243,,,79,,,,212,868,0.312,,0.658,,9.4,,0.9
374,/players/s/simmojo01.html,BOS,Johnny Simmons,,G,R,6-1,184,New York University,1924-07-07,,,,1947,1947,1,60,,120,429,,,78,127,,,29,,,,78,318,0.28,,0.614,,5.3,,0.5
375,/players/s/smartma01.html,BOS,Marcus Smart,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/smartma01.jpg,PG/SG,R,6-4,220,Oklahoma State University,1994-03-06,Edward S. Marcus,Flower Mound,Texas,2015,2019,5,266,7604,827,2297,324,1109,516,684,262,982,1033,391,94,465,696,2494,0.36,0.292,0.754,28.6,9.4,3.7,3.9
376,/players/s/smithch02.html,BOS,Charles Smith,,PG,R,6-1,160,Georgetown University,1967-11-29,All Saints,Washington,District of Columbia,1990,1991,2,65,549,62,140,0,7,56,81,14,71,109,36,3,39,82,180,0.443,0,0.691,8.4,2.8,1.1,1.7
377,/players/s/smithde02.html,BOS,Derek Smith,,SF/SG,R,6-6,205,University of Louisville,1961-11-01,Hogansville,Hogansville,Georgia,1991,1991,1,2,16,1,4,0,1,3,4,0,0,5,1,1,1,3,5,0.25,0,0.75,8,2.5,0,2.5
378,/players/s/smithdo03.html,BOS,Doug Smith,,PF,R,6-10,220,University of Missouri,1969-09-17,MacKenzie,Detroit,Michigan,1996,1996,1,17,92,14,39,0,0,5,8,12,22,4,3,0,11,21,33,0.359,,0.625,5.4,1.9,1.3,0.2
379,/players/s/smithga01.html,BOS,Garfield Smith,,C/PF,R,6-9,235,Eastern Kentucky University,1945-11-18,,,,1971,1972,2,63,415,70,182,,,28,87,,132,17,,,,75,168,0.385,,0.322,6.6,2.7,2.1,0.3
380,/players/s/smithmi01.html,BOS,Michael Smith,,PF,R,6-10,225,Brigham Young University,1965-05-19,Los Altos,Hacienda Heights,California,1990,1991,2,112,1009,231,486,8,52,75,91,61,156,122,15,3,91,78,545,0.475,0.154,0.824,9,4.9,1.4,1.1
381,/players/s/spectar01.html,BOS,Art Spector,,F,R,6-4,200,Villanova University,1920-10-17,,,,1947,1950,4,169,,322,1149,,,208,362,,,143,,,,351,852,0.28,,0.575,,5,,0.8
382,/players/s/stacoke01.html,BOS,Kevin Stacom,,SG,R,6-3,185,,1951-09-04,Holy Cross,Flushing,New York,1975,1979,5,296,3878,679,1601,,,210,272,168,443,440,96,14,95,325,1568,0.424,,0.772,13.1,5.3,1.5,1.5
383,/players/s/stanced01.html,BOS,Ed Stanczak,,F,R,6-1,185,,1921-08-15,Central Catholic,Fort Wayne,Indiana,1951,1951,1,19,,12,50,,,36,45,,36,7,,,,48,60,0.24,,0.8,,3.2,1.9,0.4
384,/players/s/stewami01.html,BOS,Michael Stewart,,C/PF,R,6-10,230,University of California,1975-04-25,John F. Kennedy,Sacramento,California,2004,2004,1,17,71,2,5,0,0,1,2,3,11,0,1,2,2,13,5,0.4,,0.5,4.2,0.3,0.6,0
385,/players/s/stiemgr01.html,BOS,Greg Stiemsma,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/stiemgr01.jpg,C,R,6-11,260,University of Wisconsin,1985-09-26,Randolph,Randolph,Wisconsin,2012,2012,1,55,766,66,121,0,0,29,41,48,177,28,37,85,33,144,161,0.545,,0.707,13.9,2.9,3.2,0.5
386,/players/s/stithbr01.html,BOS,Bryant Stith,,SG,R,6-5,208,University of Virginia,1970-12-10,Brunswick,Lawrenceville,Virginia,2001,2001,1,78,2504,245,611,91,242,175,207,65,284,168,93,14,90,182,756,0.401,0.376,0.845,32.1,9.7,3.6,2.2
387,/players/s/stricer01.html,BOS,Erick Strickland,,SG/PG,L,6-3,210,University of Nebraska,1973-11-25,West,Bellevue,Nebraska,2002,2002,1,79,1643,190,488,95,247,131,155,22,213,184,56,1,94,145,606,0.389,0.385,0.845,20.8,7.7,2.7,2.3
388,/players/s/stronde01.html,BOS,Derek Strong,,PF,R,6-8,220,Xavier University,1968-02-09,Pacific Palisades,Pacific Palisades,California,1995,1995,1,70,1344,149,329,2,7,141,172,136,375,44,24,13,79,143,441,0.453,0.286,0.82,19.2,6.3,5.4,0.6
389,/players/s/stumpge01.html,BOS,Gene Stump,,F/G,R,6-2,185,DePaul University,1923-11-13,Saint Rita's,Chicago,Illinois,1948,1949,2,99,,252,827,,,116,167,,,74,,,,168,620,0.305,,0.695,,6.3,,0.7
390,/players/s/sullija01.html,BOS,Jared Sullinger,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/sullija01.jpg,PF,R,6-9,260,Ohio State University,1992-03-04,Northland,Columbus,Ohio,2013,2016,4,258,6414,1157,2638,138,500,404,556,674,1979,474,176,160,328,767,2856,0.439,0.276,0.727,24.9,11.1,7.7,1.8
391,/players/s/sundobr01.html,BOS,Bruno Sundov,,C,R,7-2,220,,1980-02-10,Winchendon School,Winchendon,Massachusetts,2003,2003,1,26,138,14,56,4,16,0,2,8,28,7,6,3,9,24,32,0.25,0.25,0,5.3,1.2,1.1,0.3
392,/players/s/swainbe01.html,BOS,Bennie Swain,,PF,R,6-8,220,Texas Southern University,1933-12-16,Westside,Talladega,Alabama,1959,1959,1,58,708,99,244,,,67,110,,262,29,,,,127,265,0.406,,0.609,12.2,4.6,4.5,0.5
393,/players/s/swartda01.html,BOS,Dan Swartz,,SF,R,6-4,215,Morehead State University,1934-12-23,Owingsville,Owingsville,Kentucky,1963,1963,1,39,335,57,150,,,61,72,,88,21,,,,92,175,0.38,,0.847,8.6,4.5,2.3,0.5
394,/players/s/sykesla01.html,BOS,Larry Sykes,,PF,R,6-9,255,Xavier University,1973-04-11,Saint Francis de Sales,Toledo,Ohio,1996,1996,1,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,,,2,0,2,0
395,/players/s/szabobr01.html,BOS,Brett Szabo,,C,R,6-11,230,Augustana College (SD),1968-02-01,Postville,Postville,Iowa,1997,1997,1,70,662,54,121,0,1,45,61,56,165,17,16,32,41,119,153,0.446,0,0.738,9.5,2.2,2.4,0.2
396,/players/s/szczewa02.html,BOS,Wally Szczerbiak,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/szczewa02.jpg,SF,R,6-7,244,Miami University,1977-03-05,Cold Spring Harbor,Cold Spring Harbor,New York,2006,2007,2,64,2074,362,810,88,218,228,254,57,221,156,37,7,104,125,1040,0.447,0.404,0.898,32.4,16.3,3.5,2.4
397,/players/t/tabakza01.html,BOS,Zan Tabak,,C,R,7-0,245,,1970-06-15,Split,Split,,1998,1998,1,18,232,26,55,0,0,7,13,25,58,12,5,11,17,46,59,0.473,,0.538,12.9,3.3,3.2,0.7
398,/players/t/tatumea01.html,BOS,Earl Tatum,,SG,R,6-5,185,Marquette University,1953-07-26,Mount Vernon,Mount Vernon,New York,1979,1979,1,3,38,8,20,,,4,5,1,4,1,0,1,3,7,20,0.4,,0.8,12.7,6.7,1.3,0.3
399,/players/t/tatumja01.html,BOS,Jayson Tatum,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/tatumja01.jpg,SF,R,6-8,205,Duke University,1998-03-03,Chaminade College Prep,St. Louis,Missouri,2018,2019,2,85,2608,431,913,111,264,233,280,56,450,138,88,59,126,185,1206,0.472,0.42,0.832,30.7,14.2,5.3,1.6
400,/players/t/telfase01.html,BOS,Sebastian Telfair,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/telfase01.jpg,PG,R,6-0,165,,1985-06-09,Abraham Lincoln,Brooklyn,New York,2007,2007,1,78,1578,176,474,37,128,90,110,17,108,218,43,11,98,166,479,0.371,0.289,0.818,20.2,6.1,1.4,2.8
401,/players/t/terryja01.html,BOS,Jason Terry,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/terryja01.jpg,SG/PG,R,6-2,185,University of Arizona,1977-09-15,Franklin,Seattle,Washington,2013,2013,1,79,2124,281,648,123,331,114,131,19,159,198,66,11,102,110,799,0.434,0.372,0.87,26.9,10.1,2,2.5
402,/players/t/thackto01.html,BOS,Tom Thacker,,SG/PG,R,6-2,170,University of Cincinnati,1939-11-02,William Grant,Covington,Kentucky,1968,1968,1,65,782,114,272,,,43,84,,161,69,,,,165,271,0.419,,0.512,12,4.2,2.5,1.1
403,/players/t/theisda01.html,BOS,Daniel Theis,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/theisda01.jpg,C,R,6-9,215,,1992-04-04,,,,2018,2019,2,67,978,132,247,18,60,62,82,94,283,59,30,49,58,166,344,0.534,0.3,0.756,14.6,5.1,4.2,0.9
404,/players/t/thirdda01.html,BOS,David Thirdkill,,PF/SF,R,6-7,195,Bradley University,1960-04-12,Soldan,St. Louis,Missouri,1986,1987,2,66,474,64,134,0,2,60,104,32,89,17,13,3,24,67,188,0.478,0,0.577,7.2,2.8,1.3,0.3
405,/players/t/thomais02.html,BOS,Isaiah Thomas,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/thomais02.jpg,PG,L,5-9,185,University of Washington,1989-02-07,South Kent School,South Kent,Connecticut,2015,2017,3,179,5758,1390,3140,460,1250,1182,1330,96,492,1070,173,22,484,379,4422,0.443,0.368,0.889,32.2,24.7,2.7,6
406,/players/t/thomaja01.html,BOS,Jamel Thomas,,SF,R,6-6,215,Providence College,1973-03-25,Abraham Lincoln,Brooklyn,New York,2000,2000,1,3,19,5,10,0,1,1,1,0,2,2,0,0,1,0,11,0.5,0,1,6.3,3.7,0.7,0.7
407,/players/t/thomajo02.html,BOS,John Thomas,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/thomajo02.jpg,PF/C,R,6-9,265,University of Minnesota,1975-09-08,Roosevelt,Minneapolis,Minnesota,1998,1998,1,33,368,41,80,0,0,26,33,32,70,13,19,9,33,65,108,0.513,,0.788,11.2,3.3,2.1,0.4
408,/players/t/thompjo01.html,BOS,John Thompson,,PF/C,R,6-10,225,Providence College,1941-09-02,Archbishop Carroll,Washington,District of Columbia,1965,1966,2,74,771,98,239,,,66,111,,260,19,,,,156,262,0.41,,0.595,10.4,3.5,3.5,0.3
409,/players/t/thornma01.html,BOS,Marcus Thornton,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/thornma01.jpg,SG,R,6-4,205,Louisiana State University,1987-06-05,Tara,Baton Rouge,Louisiana,2015,2015,1,39,640,127,305,52,124,42,51,19,73,34,21,7,22,35,348,0.416,0.419,0.824,16.4,8.9,1.9,0.9
410,/players/t/tillida01.html,BOS,Darren Tillis,,C,R,6-11,215,Cleveland State University,1960-02-23,Lincoln,Dallas,Texas,1983,1983,1,15,44,7,23,0,1,2,6,4,9,2,0,2,4,8,16,0.304,0,0.333,2.9,1.1,0.6,0.1
411,/players/t/tsiorlo01.html,BOS,Lou Tsioropoulos,,SF,R,6-5,190,University of Kentucky,1930-08-31,English,Lynn,Massachusetts,1957,1959,3,157,2977,337,1070,,,236,329,,751,165,,,,451,910,0.315,,0.717,19,5.8,4.8,1.1
412,/players/t/turnean01.html,BOS,Andre Turner,,PG,R,5-11,160,University of Memphis,1964-12-13,Mitchell,Memphis,Tennessee,1987,1987,1,3,18,2,5,0,1,0,0,1,2,1,0,0,5,1,4,0.4,0,,6,1.3,0.7,0.3
413,/players/t/turneev01.html,BOS,Evan Turner,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/turneev01.jpg,SG/SF,R,6-7,220,Ohio State University,1988-10-27,St. Joseph,Westchester,Illinois,2015,2016,2,163,4531,663,1499,53,202,254,320,90,814,808,163,47,367,319,1633,0.442,0.262,0.794,27.8,10,5,5
414,/players/t/turnewa01.html,BOS,Wayne Turner,,PG,R,6-2,190,University of Kentucky,1976-03-22,Beaver Country Day,Chestnut Hill,Massachusetts,2000,2000,1,3,41,1,6,0,0,2,6,1,3,5,0,0,3,4,4,0.167,,0.333,13.7,1.3,1,1.7
415,/players/u/upshake01.html,BOS,Kelvin Upshaw,,SG,R,6-2,180,University of Utah,1963-01-24,Marshall,Chicago,Illinois,1989,1990,2,37,604,85,188,4,15,18,26,9,49,125,21,4,54,81,192,0.452,0.267,0.692,16.3,5.2,1.3,3.4
416,/players/v/varnaja01.html,BOS,Jarvis Varnado,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/varnaja01.jpg,PF,R,6-9,230,Mississippi State University,1988-03-01,Haywood,Brownsville,Tennessee,2013,2013,1,5,18,2,4,0,0,2,4,1,3,1,1,0,1,1,6,0.5,,0.5,3.6,1.2,0.6,0.2
417,/players/v/vaughvi01.html,BOS,Virgil Vaughn,,F/C,R,6-4,205,Western Kentucky University,1918-05-15,,,,1947,1947,1,17,,15,78,,,15,28,,,10,,,,18,45,0.192,,0.536,,2.6,,0.6
418,/players/v/vincesa01.html,BOS,Sam Vincent,,SG/PG,R,6-2,185,Michigan State University,1963-05-18,Eastern,Lansing,Michigan,1986,1987,2,103,806,119,298,1,4,116,125,16,75,128,30,5,82,92,355,0.399,0.25,0.928,7.8,3.4,0.7,1.2
419,/players/v/vrankst01.html,BOS,Stojko Vrankovic,,C,R,7-2,260,,1964-01-22,,,,1991,1992,2,50,276,39,84,0,0,17,30,23,79,9,1,46,34,65,95,0.464,,0.567,5.5,1.9,1.6,0.2
420,/players/w/wafervo01.html,BOS,Von Wafer,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wafervo01.jpg,SF/SG,R,6-5,210,Florida State University,1985-07-21,Heritage Christian Academy,Cleveland,Texas,2011,2011,1,58,553,67,159,18,67,32,38,7,49,35,18,5,20,39,184,0.421,0.269,0.842,9.5,3.2,0.8,0.6
421,/players/w/walkean02.html,BOS,Antoine Walker,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/walkean02.jpg,PF,R,6-8,224,University of Kentucky,1976-08-12,Mount Carmel,Chicago,Illinois,1997,2005,8,552,21654,4390,10627,937,2815,1669,2523,1319,4782,2266,828,317,1782,1717,11386,0.413,0.333,0.662,39.2,20.6,8.7,4.1
422,/players/w/walkebr01.html,BOS,Brady Walker,,PF,R,6-6,205,Brigham Young University,1921-03-15,,,,1950,1951,2,85,,231,616,,,77,123,,31,117,,,,111,539,0.375,,0.626,,6.3,1.8,1.4
423,/players/w/walkebi01.html,BOS,Henry Walker,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/walkebi01.jpg,SF/SG,R,6-6,220,Kansas State University,1987-10-09,North College Hill,Cincinnati,Ohio,2009,2010,2,37,245,39,64,0,1,18,25,8,34,16,6,2,20,55,96,0.609,0,0.72,6.6,2.6,0.9,0.4
424,/players/w/wallage01.html,BOS,Gerald Wallace,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wallage01.jpg,SF/PF,R,6-7,215,University of Alabama,1982-07-23,Childersburg,Childersburg,Alabama,2014,2015,2,90,1702,130,264,20,67,53,116,53,269,154,88,18,115,98,333,0.492,0.299,0.457,18.9,3.7,3,1.7
425,/players/w/wallara01.html,BOS,Rasheed Wallace,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wallara01.jpg,PF/C,R,6-10,225,University of North Carolina,1974-09-17,Simon Gratz,Philadelphia,Pennsylvania,2010,2010,1,79,1780,266,650,82,290,96,125,42,325,80,80,70,63,222,710,0.409,0.283,0.768,22.5,9,4.1,1
426,/players/w/wallare01.html,BOS,Red Wallace,,G,R,6-1,185,University of Scranton,1918-07-12,Fells Township,Simpson,Pennsylvania,1947,1947,1,24,,55,224,,,21,48,,,20,,,,42,131,0.246,,0.438,,5.5,,0.8
427,/players/w/waltobi01.html,BOS,Bill Walton,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/waltobi01.jpg,C,R,6-11,210,"University of California, Los Angeles",1952-11-05,Helix,La Mesa,California,1986,1987,2,90,1658,241,437,0,0,152,217,147,575,174,39,116,166,233,634,0.551,,0.7,18.4,7,6.4,1.9
428,/players/w/wanambr01.html,BOS,Brad Wanamaker,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wanambr01.jpg,G,R,6-4,210,University of Pittsburgh,1989-07-25,Roman Catholic HS,Philadelphia,Pennsylvania,2019,2019,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,,,1,2,1,0
429,/players/w/wardge01.html,BOS,Gerry Ward,,SG,R,6-4,195,Boston College,1941-09-06,Cardinal Hayes,Bronx,New York,1965,1965,1,3,30,2,18,,,1,1,,5,6,,,,6,5,0.111,,1,10,1.7,1.7,2
430,/players/w/washike01.html,BOS,Kermit Washington,,PF,R,6-8,230,American University,1951-09-17,Coolidge,Washington,District of Columbia,1978,1978,1,32,866,137,263,,,102,136,105,335,42,28,40,54,114,376,0.521,,0.75,27.1,11.8,10.5,1.3
431,/players/w/wattsro01.html,BOS,Ron Watts,,F,R,6-6,210,Wake Forest University,1943-05-21,,,,1966,1967,2,28,92,12,46,,,16,23,,39,2,,,,17,40,0.261,,0.696,3.3,1.4,1.4,0.1
432,/players/w/webbma01.html,BOS,Marcus Webb,,PF,R,6-9,255,University of Alabama,1970-05-09,Sidney Lanier,Montgomery,Alabama,1993,1993,1,9,51,13,25,0,1,13,21,5,10,2,1,2,5,11,39,0.52,0,0.619,5.7,4.3,1.1,0.2
433,/players/w/wedmasc01.html,BOS,Scott Wedman,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wedmasc01.jpg,SF,R,6-7,215,University of Colorado,1952-07-29,Mullen,Denver,Colorado,1983,1987,5,271,4026,757,1630,38,107,137,190,196,573,281,110,47,179,434,1689,0.464,0.355,0.721,14.9,6.2,2.1,1
434,/players/w/weitzri01.html,BOS,Rick Weitzman,,SG,R,6-2,175,Northeastern University,1946-04-30,,,,1968,1968,1,25,75,12,46,,,9,13,,10,8,,,,8,33,0.261,,0.692,3,1.3,0.4,0.3
435,/players/w/welscji01.html,BOS,Jiri Welsch,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/welscji01.jpg,SG/SF,R,6-7,208,,1980-01-27,,,,2004,2005,2,136,3304,399,932,101,280,262,347,80,435,267,140,12,187,281,1161,0.428,0.361,0.755,24.3,8.5,3.2,2
436,/players/w/wenstma01.html,BOS,Matt Wenstrom,,C,R,7-1,250,University of North Carolina,1970-11-04,Mayde Creek,Houston,Texas,1994,1994,1,11,37,6,10,0,0,6,10,6,12,0,0,2,4,7,18,0.6,,0.6,3.4,1.6,1.1,0
437,/players/w/wesleda01.html,BOS,David Wesley,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wesleda01.jpg,PG/SG,R,6-0,190,Baylor University,1970-11-14,Longview,Longview,Texas,1995,1997,3,207,6475,922,2023,270,677,513,670,166,645,1193,344,33,457,572,2627,0.456,0.399,0.766,31.3,12.7,3.1,5.8
438,/players/w/westde01.html,BOS,Delonte West,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/westde01.jpg,PG/SG,L,6-4,180,Saint Joseph's University,1983-07-26,Eleanor Roosevelt,Greenbelt,Maryland,2005,2011,4,203,5597,760,1676,185,496,286,340,109,599,750,199,98,327,447,1991,0.453,0.373,0.841,27.6,9.8,3,3.7
439,/players/w/westppa01.html,BOS,Paul Westphal,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/westppa01.jpg,PG/SG,R,6-4,195,University of Southern California,1950-11-30,Aviation,Redondo Beach,California,1973,1975,3,224,3228,669,1357,,,298,395,93,373,475,117,67,,453,1636,0.493,,0.754,14.4,7.3,1.7,2.1
440,/players/w/whitask01.html,BOS,Skippy Whitaker,,PG,R,6-1,180,University of Kentucky,1930-08-29,Sarasota,Sarasota,Florida,1955,1955,1,3,15,1,6,,,0,0,,1,1,,,,4,2,0.167,,,5,0.7,0.3,0.3
441,/players/w/whitedj01.html,BOS,D.J. White,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/whitedj01.jpg,PF/C,R,6-9,251,Indiana University,1986-08-31,Hillcrest,Tuscaloosa,Alabama,2013,2013,1,12,86,12,23,0,0,5,9,4,13,4,1,6,2,5,29,0.522,,0.556,7.2,2.4,1.1,0.3
442,/players/w/whitejo01.html,BOS,Jo Jo White,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/whitejo01.jpg,PG,R,6-3,190,University of Kansas,1946-11-16,McKinley,St. Louis,Missouri,1970,1979,10,717,26770,5648,12782,,,1892,2270,407,3071,3686,561,95,259,1776,13188,0.442,,0.833,37.3,18.4,4.3,5.1
443,/players/w/wickssi01.html,BOS,Sidney Wicks,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wickssi01.jpg,PF,R,6-8,225,"University of California, Los Angeles",1949-09-19,Hamilton,Los Angeles,California,1977,1978,2,163,5055,897,1939,,,527,793,491,1497,340,131,107,226,649,2321,0.463,,0.665,31,14.2,9.2,2.1
444,/players/w/wilcoch01.html,BOS,Chris Wilcox,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wilcoch01.jpg,C/PF,R,6-10,221,University of Maryland,1982-09-03,Enloe,Raleigh,North Carolina,2012,2013,2,89,1311,174,260,0,1,63,97,93,302,34,43,37,64,189,411,0.669,0,0.649,14.7,4.6,3.4,0.4
445,/players/w/wilkido01.html,BOS,Dominique Wilkins,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/wilkido01.jpg,SF,R,6-7,200,University of Georgia,1960-01-12,Washington,Washington,North Carolina,1995,1995,1,77,2423,496,1169,112,289,266,340,157,401,166,61,14,173,130,1370,0.424,0.388,0.782,31.5,17.8,5.2,2.2
446,/players/w/williar01.html,BOS,Art Williams,,PG,R,6-1,180,"California State Polytechnic University, Pomona",1939-09-29,San Diego,San Diego,California,1971,1974,4,303,4058,494,1098,,,220,290,20,758,959,44,3,,622,1208,0.45,,0.759,13.4,4,2.5,3.2
447,/players/w/williea01.html,BOS,Earl Williams,,C,R,6-7,230,Winston-Salem State University,1951-03-24,Woodrow Wilson,Levittown,Pennsylvania,1979,1979,1,20,273,54,123,,,14,24,41,105,12,12,9,20,41,122,0.439,,0.583,13.7,6.1,5.3,0.6
448,/players/w/willier01.html,BOS,Eric Williams,,SG/SF,R,6-8,220,Providence College,1972-07-17,Malcolm X Shabazz,Newark,New Jersey,1996,2004,7,462,11638,1417,3337,148,457,1266,1730,559,1607,678,421,81,592,1169,4248,0.425,0.324,0.732,25.2,9.2,3.5,1.5
449,/players/w/willilo01.html,BOS,Lorenzo Williams,,PF/C,R,6-9,200,Stetson University,1969-07-15,Forest,Ocala,Florida,1993,1993,1,22,151,16,31,0,0,2,7,13,44,5,4,14,6,23,34,0.516,,0.286,6.9,1.5,2,0.2
450,/players/w/willira01.html,BOS,Ray Williams,,PG/SG,R,6-3,188,University of Minnesota,1954-10-14,Mount Vernon,Mount Vernon,New York,1985,1985,1,23,459,55,143,6,23,31,46,16,57,90,30,5,42,56,147,0.385,0.261,0.674,20,6.4,2.5,3.9
451,/players/w/willise01.html,BOS,Sean Williams,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/willise01.jpg,PF/C,R,6-10,235,Boston College,1986-09-13,Mansfield,Mansfield,Texas,2012,2012,1,3,42,2,6,0,0,7,7,4,12,3,3,3,3,4,11,0.333,,1,14,3.7,4,1
452,/players/w/willish01.html,BOS,Shammond Williams,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/willish01.jpg,SG/PG,R,6-1,201,University of North Carolina,1975-04-05,Fork Union Military Academy,Fork Union,Virginia,2003,2003,1,51,1169,134,338,56,159,48,57,12,110,128,61,3,61,84,372,0.396,0.352,0.842,22.9,7.3,2.2,2.5
453,/players/w/willish02.html,BOS,Shelden Williams,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/willish02.jpg,C/PF,R,6-9,250,Duke University,1983-10-21,Midwest City,Midwest City,Oklahoma,2010,2010,1,54,597,63,121,0,1,75,98,47,146,21,13,21,30,85,201,0.521,0,0.765,11.1,3.7,2.7,0.4
454,/players/w/willisl01.html,BOS,Sly Williams,,SF/PF,R,6-7,210,University of Rhode Island,1958-01-26,Lee,New Haven,Connecticut,1986,1986,1,6,54,5,21,0,4,7,12,7,15,2,1,1,7,15,17,0.238,0,0.583,9,2.8,2.5,0.3
455,/players/w/willite01.html,BOS,Terrence Williams,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/willite01.jpg,SG/SF,R,6-6,220,University of Louisville,1987-06-28,Rainier Beach,Seattle,Washington,2013,2013,1,24,318,48,97,5,15,9,21,4,44,38,11,2,22,13,110,0.495,0.333,0.429,13.3,4.6,1.8,1.6
456,/players/w/williwi01.html,BOS,Willie Williams,,F,R,6-7,200,Florida State University,1946-07-28,,,,1971,1971,1,16,56,6,32,,,3,5,,10,2,,,,8,15,0.188,,0.6,3.5,0.9,0.6,0.1
457,/players/w/wilsobo03.html,BOS,Bobby Wilson,,SG,R,6-3,175,Wichita State University,1951-01-15,Shortridge,Indianapolis,Indiana,1977,1977,1,25,131,19,59,,,11,13,3,9,14,3,0,,19,49,0.322,,0.846,5.2,2,0.4,0.6
458,/players/w/wolfjo01.html,BOS,Joe Wolf,,PF/C,R,6-11,230,University of North Carolina,1964-12-17,Kohler,Kohler,Wisconsin,1993,1993,1,2,9,0,1,0,0,1,2,1,3,0,0,1,2,2,1,0,,0.5,4.5,0.5,1.5,0
